city,state_code,race,count
OGDEN,UT,American Indian and Alaska Native,1717
SHAWNEE,KS,American Indian and Alaska Native,485
MACON,GA,Hispanic or Latino,4897
MACON,GA,Asian,3588
BROOKLYN PARK,MN,Hispanic or Latino,4138
ALBUQUERQUE,NM,Black or African-American,26774
PONCE,PR,Hispanic or Latino,120705
SANTA BARBARA,CA,Black or African-American,2013
HIGHLANDS RANCH,CO,White,94499
MIAMI GARDENS,FL,White,27273
KANSAS CITY,MO,American Indian and Alaska Native,5796
ALBANY,NY,White,58368
HESPERIA,CA,Asian,2131
DAVENPORT,IA,Hispanic or Latino,9131
SAINT CHARLES,MO,Black or African-American,6842
BAYAMÓN,PR,Hispanic or Latino,169155
ARDEN-ARCADE,CA,Asian,7355
LEHIGH ACRES,FL,American Indian and Alaska Native,1675
LARGO,FL,Hispanic or Latino,9561
PHOENIX,AZ,Black or African-American,132939
LAKE FOREST,CA,American Indian and Alaska Native,1482
MANTECA,CA,Black or African-American,6279
SAN ANTONIO,TX,Black or African-American,119542
EAST LOS ANGELES,CA,White,48980
EAST LOS ANGELES,CA,Asian,1053
RENTON,WA,American Indian and Alaska Native,2338
YOUNGS,OH,White,33031
YOUNGS,OH,Black or African-American,31725
LAGUNA NIGUEL,CA,Black or African-American,881
OXNARD,CA,Asian,18249
EDINBURG,TX,Asian,812
HAYWARD,CA,American Indian and Alaska Native,2178
TOWN 'N' COUNTRY,FL,Hispanic or Latino,37944
TOWN 'N' COUNTRY,FL,Black or African-American,9575
SOUTH BEND,IN,Black or African-American,30005
HARTFORD,CT,Asian,4105
BIRMINGHAM,AL,White,51728
HAWTHORNE,CA,Black or African-American,21566
BOCA RATON,FL,Black or African-American,4527
HAMMOND,IN,White,41705
HAMMOND,IN,Asian,1540
CARY,NC,Asian,25124
CARY,NC,American Indian and Alaska Native,1752
SAINT JOSEPH,MO,American Indian and Alaska Native,1018
PALM BAY,FL,Asian,1124
PLANTATION,FL,White,66970
PLANTATION,FL,Asian,3954
CICERO,IL,White,30824
DURHAM,NC,Hispanic or Latino,36304
IRVING,TX,Asian,49421
ELGIN,IL,Black or African-American,7528
WHITTIER,CA,American Indian and Alaska Native,680
SYRACUSE,NY,Black or African-American,46026
ATHENS-CLARKE COUNTY UNIFIED GOVERNMENT,GA,American Indian and Alaska Native,593
GRAND RAPIDS,MI,Black or African-American,42256
CHESAPEAKE,VA,Hispanic or Latino,12959
MCALLEN,TX,White,107763
CARLSBAD,CA,American Indian and Alaska Native,1513
VALLEJO,CA,White,56169
PALM COAST,FL,American Indian and Alaska Native,700
ORLANDO,FL,Black or African-American,68081
ALBANY,GA,Black or African-American,53440
HIALEAH,FL,Hispanic or Latino,227508
CLIFTON,NJ,Asian,5840
SAN ANGELO,TX,White,86655
PARMA,OH,American Indian and Alaska Native,876
AURORA,CO,American Indian and Alaska Native,8277
LOVELAND,CO,Hispanic or Latino,13567
BOISE,ID,White,204913
REDLANDS,CA,American Indian and Alaska Native,811
CHINO,CA,Black or African-American,6815
CHINO,CA,Asian,12948
PLYMOUTH,MN,White,63872
LAS VEGAS,NV,Hispanic or Latino,204913
MOBILE,AL,Asian,5518
MOBILE,AL,American Indian and Alaska Native,2816
SUFFOLK,VA,Hispanic or Latino,3539
LEAGUE CITY,TX,White,86012
DAVIS,CA,White,47997
TEMECULA,CA,Asian,14532
LAWRENCE,MA,Hispanic or Latino,63175
TUCSON,AZ,Hispanic or Latino,231025
EAST ORANGE,NJ,White,3165
HOUSTON,TX,White,1386389
CONCORD,CA,Hispanic or Latino,41400
GAITHERSBURG,MD,Hispanic or Latino,18721
EAGAN,MN,White,52612
OREM,UT,Hispanic or Latino,18342
OREM,UT,Black or African-American,1837
EAST LOS ANGELES,CA,American Indian and Alaska Native,778
INDEPENDENCE,MO,American Indian and Alaska Native,1883
PORT SAINT LUCIE,FL,Hispanic or Latino,34240
ALAMEDA,CA,Asian,27984
COLUMBUS,GA,Black or African-American,95366
COLUMBUS,GA,American Indian and Alaska Native,1343
BRANDON,FL,White,80811
BOSSIER CITY,LA,Hispanic or Latino,5589
HUNTINGTON BEACH,CA,Black or African-American,4027
HARTFORD,CT,White,46529
JACKSONVILLE,NC,American Indian and Alaska Native,1741
NEWPORT NEWS,VA,American Indian and Alaska Native,2201
PLANTATION,FL,Black or African-American,19670
OVERLAND PARK,KS,Asian,17123
OLATHE,KS,White,120282
CORPUS CHRISTI,TX,American Indian and Alaska Native,2972
IRVING,TX,White,132779
SPRING HILL,FL,Asian,2409
DEARBORN,MI,Hispanic or Latino,3533
LEXINGTON-FAYETTE  COUNTY,KY,Black or African-American,51493
SHREVEPORT,LA,White,79319
SPRINGFIELD,MO,Hispanic or Latino,7100
ELIZABETH,NJ,Asian,3369
ARVADA,CO,White,107639
GARY,IN,Black or African-American,61416
HOLLYWOOD,FL,American Indian and Alaska Native,1010
STAMFORD,CT,American Indian and Alaska Native,1416
YUMA,AZ,Black or African-American,3731
BAY,TX,Asian,2819
BOISE,ID,Hispanic or Latino,19480
BELLFLOWER,CA,Asian,10764
WALDORF,MD,American Indian and Alaska Native,1918
JOLIET,IL,Black or African-American,27883
MOUNT PLEASANT,SC,White,75908
NEWTON,MA,American Indian and Alaska Native,244
SUGAR LAND,TX,White,44555
GLENDALE,CA,American Indian and Alaska Native,474
BALTIMORE,MD,Asian,20161
BALTIMORE,MD,American Indian and Alaska Native,7730
ANN ARBOR,MI,Black or African-American,9577
MURRIETA,CA,Black or African-American,9259
BEND,OR,Asian,2726
CENTREVILLE,VA,White,39129
OSHKOSH,WI,Black or African-American,2778
AMES,IA,Hispanic or Latino,2024
SILVER SPRING,MD,American Indian and Alaska Native,1084
SANTA FE,NM,Black or African-American,1284
GRESHAM,OR,White,94904
FEDERAL WAY,WA,Black or African-American,15495
JACKSONVILLE,FL,Asian,50895
RICHMOND,CA,American Indian and Alaska Native,2348
ELK GROVE,CA,Asian,59424
SAN MATEO,CA,Hispanic or Latino,23151
SALINAS,CA,Hispanic or Latino,121196
SALINAS,CA,American Indian and Alaska Native,2855
NEWPORT BEACH,CA,White,74814
NEWPORT BEACH,CA,Asian,10017
PARADISE,NV,American Indian and Alaska Native,4314
BROKEN ARROW,OK,American Indian and Alaska Native,11963
GARDEN GROVE,CA,Hispanic or Latino,66038
GARDEN GROVE,CA,Black or African-American,1840
BATON ROUGE,LA,Hispanic or Latino,7428
BATON ROUGE,LA,Asian,7442
HILLSBORO,OR,White,81072
CINCINNATI,OH,Asian,7633
FORT MYERS,FL,Asian,3519
LONGVIEW,TX,Hispanic or Latino,17614
APPLE VALLEY,CA,American Indian and Alaska Native,1446
MILWAUKEE,WI,Asian,24832
ALLEN,PA,Asian,2670
BROWNSVILLE,TX,Black or African-American,1239
ASHEVILLE,NC,Asian,1939
RANCHO CORDOVA,CA,White,47757
WESTMINSTER,CO,White,100084
MARYSVILLE,WA,Asian,6185
VISALIA,CA,Asian,11523
SANTA BARBARA,CA,American Indian and Alaska Native,1560
CHULA VISTA,CA,American Indian and Alaska Native,1652
DANBURY,CT,American Indian and Alaska Native,1086
PUEBLO,CO,Hispanic or Latino,57579
IOWA CITY,IA,White,59839
SACRAMENTO,CA,American Indian and Alaska Native,10145
SAINT PETERSBURG,FL,American Indian and Alaska Native,2716
ROUND ROCK,TX,White,92278
SILVER SPRING,MD,Asian,8841
CHICO,CA,American Indian and Alaska Native,2766
SIOUX CITY,IA,Asian,3400
WASHINGTON,DC,Asian,35072
COLUMBIA,SC,Hispanic or Latino,7545
COLUMBIA,SC,American Indian and Alaska Native,1420
NEWARK,NJ,American Indian and Alaska Native,2268
LUBBOCK,TX,Hispanic or Latino,90706
LUBBOCK,TX,Asian,7508
GAINESVILLE,FL,Black or African-American,32912
PEORIA,IL,Asian,6989
MIAMI BEACH,FL,Hispanic or Latino,47446
JERSEY CITY,NJ,White,99300
AKRON,OH,Asian,9033
AUGUSTA-RICHMOND COUNTY CONSOLIDATED GOVERNMENT,GA,Asian,4429
FALL RIVER,MA,American Indian and Alaska Native,1481
SPRINGFIELD,IL,White,90935
SAINT PAUL,MN,American Indian and Alaska Native,6858
MIAMI,FL,American Indian and Alaska Native,1571
BROKEN ARROW,OK,Hispanic or Latino,9191
SANDY SPRINGS,GA,Hispanic or Latino,13670
FORT MYERS,FL,Black or African-American,17298
PEARLAND,TX,American Indian and Alaska Native,851
LIVERMORE,CA,American Indian and Alaska Native,941
BERKELEY,CA,White,82949
LAUDERHILL,FL,Asian,2662
TAMPA,FL,White,257552
SANTA CLARA,CA,Hispanic or Latino,22402
VIRGINIA BEACH,VA,Hispanic or Latino,36309
FAYETTEVILLE,AR,Hispanic or Latino,5535
SANTA ROSA,CA,Black or African-American,7157
SANTA ROSA,CA,Asian,13496
ROSEVILLE,CA,Hispanic or Latino,23499
FAIRFIELD,CA,White,64106
FAIRFIELD,CA,American Indian and Alaska Native,1016
METAIRIE,LA,Black or African-American,17263
METAIRIE,LA,American Indian and Alaska Native,438
VISALIA,CA,American Indian and Alaska Native,2113
ENTERPRISE,NV,Black or African-American,14637
DECATUR,IL,White,56231
SCHAUMBURG,IL,American Indian and Alaska Native,633
HIGHLANDS RANCH,CO,Black or African-American,1779
YUBA CITY,CA,White,48746
IOWA CITY,IA,Hispanic or Latino,4072
EDMOND,OK,Black or African-American,4987
TEMPLE,TX,White,54698
TUCSON,AZ,American Indian and Alaska Native,24409
WATERBURY,CT,Hispanic or Latino,38222
WATERBURY,CT,Asian,4080
CAPE CORAL,FL,American Indian and Alaska Native,1040
VANCOUVER,WA,Black or African-American,7520
MANTECA,CA,Hispanic or Latino,31552
MANTECA,CA,American Indian and Alaska Native,2861
SOUTH SAN FRANCISCO,CA,American Indian and Alaska Native,535
STOCKTON,CA,Black or African-American,41161
INDIANAPOLIS,IN,Asian,29307
CHANDLER,AZ,White,207993
PINE HILLS,FL,Black or African-American,57089
MONTGOMERY,AL,Asian,6518
FLAGSTAFF,AZ,American Indian and Alaska Native,5117
ONTARIO,CA,White,74765
NEW ORLEANS,LA,Hispanic or Latino,21850
HUNTINGTON BEACH,CA,White,156071
NEW YORK,NY,Asian,1304564
CAMDEN,NJ,Asian,1686
BETHLEHEM,PA,Asian,3759
SAN RAMON,CA,White,37057
RIVERVIEW,FL,Hispanic or Latino,23317
ARLINGTON HEIGHTS,IL,Hispanic or Latino,2742
BIRMINGHAM,AL,Black or African-American,157985
JONESBORO,AR,American Indian and Alaska Native,2109
MORENO VALLEY,CA,Hispanic or Latino,120610
MORENO VALLEY,CA,Asian,11912
NAMPA,ID,Hispanic or Latino,22066
BELLEVUE,WA,White,82378
SAINT LOUIS,MO,Hispanic or Latino,12261
KANSAS CITY,MO,White,296623
NASHUA,NH,Asian,9685
SUFFOLK,VA,Asian,2248
CENTENNIAL,CO,Asian,7041
SUNRISE,FL,White,54976
LAWRENCE,MA,Asian,2149
WARWICK,RI,Asian,2685
BRYAN,TX,White,59742
MCKINNEY,TX,American Indian and Alaska Native,1801
FREMONT,CA,American Indian and Alaska Native,1606
SPRING HILL,FL,Black or African-American,7689
ELGIN,IL,Asian,7606
EL PASO,TX,Hispanic or Latino,542017
SHREVEPORT,LA,Hispanic or Latino,5081
SPOKANE VALLEY,WA,Asian,1336
ELIZABETH,NJ,Hispanic or Latino,86456
ELIZABETH,NJ,White,70873
RICHARDSON,TX,Asian,20724
WACO,TX,White,96958
WACO,TX,American Indian and Alaska Native,794
KNOXVILLE,TN,Asian,4717
OKLAHOMA CITY,OK,Hispanic or Latino,117362
OCEANSIDE,CA,American Indian and Alaska Native,2452
NEW BRAUNFELS,TX,White,63789
LAREDO,TX,Asian,1963
CHATTANOOGA,TN,Hispanic or Latino,10918
SOUTH GATE,CA,Hispanic or Latino,91312
HAMPTON,VA,Asian,4561
WORCESTER,MA,White,131898
VIRGINIA BEACH,VA,Asian,38715
METAIRIE,LA,Asian,4791
FORT LAUDERDALE,FL,Black or African-American,62954
WEST PALM BEACH,FL,Asian,3191
CHULA VISTA,CA,Black or African-American,15641
DANBURY,CT,White,55917
EDMOND,OK,American Indian and Alaska Native,8051
NORTH CHARLESTON,SC,Black or African-American,56734
POMPANO BEACH,FL,Asian,1089
NASHUA,NH,White,73977
SALT LAKE CITY,UT,Hispanic or Latino,40559
ALBANY,NY,Black or African-American,31303
NAPA,CA,American Indian and Alaska Native,1751
CENTENNIAL,CO,Hispanic or Latino,8086
ATLANTA,GA,Black or African-American,245367
SAINT CHARLES,MO,Asian,3392
MOUNT VERNON,NY,Asian,1497
JACKSON,TN,White,36037
JACKSON,TN,Black or African-American,30103
LYNCHBURG,VA,Asian,2910
ARDEN-ARCADE,CA,American Indian and Alaska Native,2587
TUCSON,AZ,Asian,24689
WESTMINSTER,CA,Black or African-American,2270
ROCKVILLE,MD,Asian,17370
CAPE CORAL,FL,White,163396
CLEVELAND,OH,Asian,10102
LAKE FOREST,CA,Black or African-American,3526
BAKERSFIELD,CA,Hispanic or Latino,180241
IRVINE,CA,White,127358
RENTON,WA,White,58251
NORMAN,OK,Asian,6539
DULUTH,MN,Hispanic or Latino,1981
ODESSA,TX,Hispanic or Latino,63586
TEMPE,AZ,White,130346
WAUKEGAN,IL,Hispanic or Latino,54214
ARLINGTON,TX,White,251155
SEATTLE,WA,American Indian and Alaska Native,12804
NEW YORK,NY,American Indian and Alaska Native,90923
LANCASTER,CA,White,110311
SAN RAMON,CA,Hispanic or Latino,5449
WILMINGTON,DE,Hispanic or Latino,5516
WILMINGTON,DE,Black or African-American,44182
APPLETON,WI,Hispanic or Latino,5139
BOCA RATON,FL,American Indian and Alaska Native,556
ROSWELL,GA,Black or African-American,15458
TOPEKA,KS,White,108035
SAINT JOSEPH,MO,Hispanic or Latino,5400
STERLING HEIGHTS,MI,White,112743
MELBOURNE,FL,Asian,5186
OVERLAND PARK,KS,Hispanic or Latino,10104
POINCIANA,FL,Asian,1409
WINSTON-SALEM,NC,White,139301
DURHAM,NC,American Indian and Alaska Native,3154
MOBILE,AL,White,93755
LAWRENCE,KS,Black or African-American,5777
QUINCY,MA,Black or African-American,3917
CITRUS HEIGHTS,CA,Asian,3615
BRIDGEPORT,CT,White,68007
AKRON,OH,Hispanic or Latino,3684
ELK GROVE,CA,White,86909
AUGUSTA-RICHMOND COUNTY CONSOLIDATED GOVERNMENT,GA,Black or African-American,112271
LINCOLN,NE,Asian,15138
PARADISE,NV,Hispanic or Latino,88347
BELLINGHAM,WA,Hispanic or Latino,6966
BELLINGHAM,WA,Black or African-American,2325
PASCO,WA,Black or African-American,2265
FOLSOM,CA,Asian,15569
MAPLE GROVE,MN,Black or African-American,2951
WICHITA FALLS,TX,Asian,3688
IRVING,TX,American Indian and Alaska Native,2960
THORNTON,CO,Black or African-American,4569
LANSING,MI,White,75688
LYNWOOD,CA,Hispanic or Latino,63377
ALLEN,TX,Black or African-American,13140
HENDERSON,NV,Asian,24931
NORFOLK,VA,Hispanic or Latino,18760
REDONDO BEACH,CA,Asian,13118
KNOXVILLE,TN,American Indian and Alaska Native,2304
FRISCO,TX,Asian,30341
GRAND RAPIDS,MI,White,143702
HIALEAH,FL,Asian,1149
CLIFTON,NJ,White,51516
SAN ANGELO,TX,Hispanic or Latino,42494
SAINT GEORGE,UT,White,71915
BAY,TX,White,48797
HARLINGEN,TX,Hispanic or Latino,51727
DENVER,CO,Hispanic or Latino,207847
GARLAND,TX,White,154484
LAYTON,UT,Hispanic or Latino,10123
DAYTON,OH,Black or African-American,57280
SAN MARCOS,CA,Hispanic or Latino,35164
INDIO,CA,Asian,2866
CAMARILLO,CA,Hispanic or Latino,16186
ROCHESTER,MN,Black or African-American,9425
FARMINGTON HILLS,MI,Black or African-American,13483
DOWNEY,CA,White,77220
RANCHO CUCAMONGA,CA,White,111832
COLUMBIA,SC,Black or African-American,56398
SUNRISE MANOR,NV,Asian,16165
EVERETT,WA,Asian,9807
FEDERAL WAY,WA,Asian,16026
JACKSONVILLE,FL,American Indian and Alaska Native,8177
WATERLOO,IA,Black or African-American,11815
TUSCALOOSA,AL,White,52603
BALDWIN PARK,CA,Asian,15505
BALDWIN PARK,CA,American Indian and Alaska Native,316
ELK GROVE,CA,Hispanic or Latino,28781
OAKLAND,CA,White,171599
LINCOLN,NE,Hispanic or Latino,20296
MIAMI,FL,White,338232
HIGH POINT,NC,Hispanic or Latino,11446
BROKEN ARROW,OK,Black or African-American,7198
GREEN BAY,WI,Asian,5652
MILPITAS,CA,American Indian and Alaska Native,599
UNION CITY,CA,American Indian and Alaska Native,243
LAKELAND,FL,Hispanic or Latino,16501
FORT LAUDERDALE,FL,American Indian and Alaska Native,1366
EAU CLAIRE,WI,Asian,4202
RANCHO CORDOVA,CA,Black or African-American,9307
PATERSON,NJ,Hispanic or Latino,85555
LAKEWOOD,CO,American Indian and Alaska Native,2597
ENTERPRISE,NV,White,85505
MACON,GA,American Indian and Alaska Native,682
POMPANO BEACH,FL,Hispanic or Latino,23225
LEAGUE CITY,TX,Black or African-American,4166
LOS ANGELES,CA,Hispanic or Latino,1936732
NAPA,CA,Hispanic or Latino,33229
LEHIGH ACRES,FL,White,86328
LARGO,FL,American Indian and Alaska Native,881
FULLERTON,CA,Hispanic or Latino,53459
LAKE FOREST,CA,Hispanic or Latino,17410
SOUTHFIELD,MI,Black or African-American,54200
RENTON,WA,Black or African-American,12265
DULUTH,MN,Black or African-American,3891
LAGUNA NIGUEL,CA,Asian,8499
PINE HILLS,FL,White,10029
ELLICOTT CITY,MD,White,43537
KENNEWICK,WA,Hispanic or Latino,19395
OXNARD,CA,Hispanic or Latino,154911
BOSSIER CITY,LA,Black or African-American,19520
WAUKEGAN,IL,Black or African-American,11697
EUGENE,OR,American Indian and Alaska Native,5035
BK,CA,Hispanic or Latino,22089
MESA,AZ,Asian,14608
SAINT CLOUD,MN,Hispanic or Latino,2639
YONKERS,NY,American Indian and Alaska Native,1112
BETHLEHEM,PA,Black or African-American,7821
LAKEWOOD,CA,White,43766
SAN RAMON,CA,Asian,38970
SIMI VALLEY,CA,Black or African-American,2378
RENO,NV,Asian,20681
JONESBORO,AR,Asian,1282
MORENO VALLEY,CA,American Indian and Alaska Native,1843
HAWTHORNE,CA,White,23665
DELRAY BEACH,FL,White,40980
BELLEVUE,WA,Black or African-American,4151
CICERO,IL,Hispanic or Latino,76425
SIOUX FALLS,SD,American Indian and Alaska Native,4623
CORPUS CHRISTI,TX,Asian,9051
MERCED,CA,White,42475
MERCED,CA,Black or African-American,6464
LANSING,MI,Black or African-American,34196
SPRINGFIELD,MO,American Indian and Alaska Native,2777
SPOKANE VALLEY,WA,White,91125
GARY,IN,American Indian and Alaska Native,551
REDONDO BEACH,CA,White,53811
MISSION,TX,Hispanic or Latino,73367
OKLAHOMA CITY,OK,American Indian and Alaska Native,41696
PALM COAST,FL,Black or African-American,10786
ORLANDO,FL,Asian,11124
NAPERVILLE,IL,Black or African-American,9031
NAPERVILLE,IL,Asian,31221
JACKSON,MS,American Indian and Alaska Native,323
PARMA,OH,White,76282
SAN JUAN,PR,Asian,2452
ROANOKE,VA,Black or African-American,30920
GOODYEAR,AZ,White,63493
GOODYEAR,AZ,American Indian and Alaska Native,1301
LOWELL,MA,Asian,28944
PLYMOUTH,MN,Hispanic or Latino,3274
LAS VEGAS,NV,Black or African-American,84987
WARNER ROBINS,GA,Asian,2723
YAKIMA,WA,White,79286
DAYTON,OH,White,86016
FORT WORTH,TX,Black or African-American,167449
CAMBRIDGE,MA,American Indian and Alaska Native,906
BEND,OR,Black or African-American,465
RANCHO CUCAMONGA,CA,Asian,24519
BRIDGEPORT,CT,Asian,8546
GAINESVILLE,FL,Asian,11963
OAKLAND,CA,Asian,75446
CARMICHAEL,CA,Hispanic or Latino,9291
DALE CITY,VA,American Indian and Alaska Native,548
LONGVIEW,TX,American Indian and Alaska Native,253
UPLAND,CA,White,46704
RANCHO CORDOVA,CA,American Indian and Alaska Native,1940
COSTA MESA,CA,American Indian and Alaska Native,1961
LAKEWOOD,CO,White,139669
SAVANNAH,GA,Asian,5366
LOUISVILLE/JEFFERSON COUNTY METRO GOVERNMENT,KY,American Indian and Alaska Native,4585
SACRAMENTO,CA,Black or African-American,77439
SACRAMENTO,CA,Asian,105063
SAINT PETERSBURG,FL,Hispanic or Latino,20483
POMPANO BEACH,FL,White,67360
DETROIT,MI,Hispanic or Latino,53980
ALBANY,NY,Asian,8090
SUNRISE,FL,Hispanic or Latino,29163
JACKSON,TN,Hispanic or Latino,3383
ROCKVILLE,MD,White,41692
HOUSTON,TX,Hispanic or Latino,1028148
KILLEEN,TX,Hispanic or Latino,32600
VANCOUVER,WA,American Indian and Alaska Native,4541
CASAS ADOBES,AZ,Hispanic or Latino,13609
PAWTUCKET,RI,Asian,2150
CARROLLTON,TX,White,102948
CARROLLTON,TX,Asian,18456
BAKERSFIELD,CA,White,272853
IRVINE,CA,Asian,126499
LAGUNA NIGUEL,CA,White,55919
ELLICOTT CITY,MD,Black or African-American,6089
CLARKSVILLE,TN,Hispanic or Latino,16004
TEMPE,AZ,Hispanic or Latino,44404
CLOVIS,CA,Hispanic or Latino,23744
KANSAS CITY,KS,White,96113
GILBERT,AZ,Asian,19740
BOSTON,MA,American Indian and Alaska Native,5580
NEW YORK,NY,Hispanic or Latino,2485125
NEW YORK,NY,Black or African-American,2192248
FARGO,ND,Black or African-American,6477
WEST VALLEY CITY,UT,Black or African-American,3222
SIMI VALLEY,CA,White,107898
SIMI VALLEY,CA,Asian,14984
WILMINGTON,DE,White,23743
RIVERVIEW,FL,Black or African-American,15159
RENO,NV,White,197335
MIDLAND,TX,Hispanic or Latino,58677
ROSWELL,GA,Hispanic or Latino,16920
SAINT LOUIS,MO,Black or African-American,151030
STERLING HEIGHTS,MI,Hispanic or Latino,2811
PORTSMOUTH,VA,Asian,1785
MOBILE,AL,Hispanic or Latino,5229
MOBILE,AL,Black or African-American,96397
RALEIGH,NC,American Indian and Alaska Native,3955
KANSAS CITY,MO,Asian,17061
IRVING,TX,Black or African-American,30356
LANSING,MI,Asian,4168
ELGIN,IL,White,76126
ALLEN,TX,Hispanic or Latino,10615
SHREVEPORT,LA,Black or African-American,112923
ROCK HILL,SC,American Indian and Alaska Native,610
KENDALL,FL,Asian,3650
ATHENS-CLARKE COUNTY UNIFIED GOVERNMENT,GA,Black or African-American,34583
OKLAHOMA CITY,OK,Asian,33759
GRAND RAPIDS,MI,Hispanic or Latino,31282
BUFFALO,NY,American Indian and Alaska Native,4406
LIVONIA,MI,Black or African-American,4633
SAN LEANDRO,CA,Black or African-American,11100
OCEANSIDE,CA,White,137533
FRESNO,CA,Hispanic or Latino,256145
GLENDALE,AZ,American Indian and Alaska Native,4064
ROANOKE,VA,Hispanic or Latino,6091
SPRINGDALE,AR,White,56843
JOLIET,IL,Asian,2813
LAYTON,UT,White,65333
MENIFEE,CA,White,62331
POMONA,CA,White,94296
ANAHEIM,CA,Asian,53270
PORTLAND,OR,White,524258
PORTLAND,ME,Asian,3696
CAMARILLO,CA,Black or African-American,1219
MURRIETA,CA,American Indian and Alaska Native,2327
FREMONT,CA,Asian,141953
LANSING,MI,Hispanic or Latino,14245
AMARILLO,TX,Black or African-American,14050
PHARR,TX,Hispanic or Latino,72995
KENOSHA,WI,White,84780
WHITTIER,CA,White,49388
SPOKANE VALLEY,WA,Black or African-American,1192
SYRACUSE,NY,Hispanic or Latino,13368
SAN BUENAVENTURA,CA,White,95139
ATHENS-CLARKE COUNTY UNIFIED GOVERNMENT,GA,Asian,6635
WESTLAND,MI,Asian,4843
SAN LEANDRO,CA,Asian,34019
OCEANSIDE,CA,Black or African-American,11907
VALLEJO,CA,Black or African-American,26778
ALBANY,GA,Hispanic or Latino,1783
HIALEAH,FL,Black or African-American,5687
BAY,TX,Black or African-American,16782
SCRANTON,PA,White,66875
BOISE,ID,Asian,9806
JOHNSON CITY,TN,Black or African-American,6016
BELLFLOWER,CA,White,23336
THOUSAND OAKS,CA,Hispanic or Latino,26754
THOUSAND OAKS,CA,Asian,16134
GARLAND,TX,Black or African-American,40507
LAYTON,UT,American Indian and Alaska Native,1674
RIALTO,CA,Asian,4103
POMONA,CA,Hispanic or Latino,108787
BLOOMINGTON,IL,American Indian and Alaska Native,182
WARNER ROBINS,GA,Hispanic or Latino,5378
BLOOMINGTON,MN,Asian,4689
ARLINGTON,VA,Black or African-American,22372
SAN FRANCISCO,CA,Asian,324034
COLLEGE STATION,TX,Hispanic or Latino,17784
LEWISVILLE,TX,White,70278
CAMBRIDGE,MA,White,80551
LAFAYETTE,IN,White,63157
LAFAYETTE,IN,Black or African-American,6752
ROCHESTER,MN,Hispanic or Latino,6617
CANTON,OH,American Indian and Alaska Native,358
ORANGE,CA,White,100083
QUINCY,MA,Asian,30473
WASHINGTON,DC,White,285402
NEWARK,NJ,Hispanic or Latino,100432
PEORIA,IL,Black or African-American,36333
SAN JOSE,CA,Black or African-American,41721
LONGMONT,CO,Black or African-American,1782
MUNCIE,IN,Black or African-American,10482
MISSION VIEJO,CA,American Indian and Alaska Native,683
GARDEN GROVE,CA,Asian,71737
MODESTO,CA,White,166618
LAREDO,TX,Hispanic or Latino,243190
GUAYNABO,PR,Hispanic or Latino,69936
APPLE VALLEY,CA,Black or African-American,9124
LIVERMORE,CA,Black or African-American,3199
BERKELEY,CA,Hispanic or Latino,15429
ROCKFORD,IL,White,107148
SANTA CLARA,CA,American Indian and Alaska Native,1354
CHATTANOOGA,TN,Black or African-American,59918
ALLEN,PA,American Indian and Alaska Native,1076
CAGUAS,PR,American Indian and Alaska Native,624
FAYETTEVILLE,AR,American Indian and Alaska Native,2058
ROSEVILLE,CA,American Indian and Alaska Native,2635
UNION CITY,CA,Asian,44849
METAIRIE,LA,Hispanic or Latino,19703
FREDERICK,MD,American Indian and Alaska Native,1333
BROWNSVILLE,TX,Hispanic or Latino,170041
RANCHO CORDOVA,CA,Hispanic or Latino,13970
WEST PALM BEACH,FL,Black or African-American,39226
WEST PALM BEACH,FL,American Indian and Alaska Native,406
PATERSON,NJ,White,54885
OGDEN,UT,Hispanic or Latino,28275
GERMAN,MD,White,43330
FAYETTEVILLE,NC,Hispanic or Latino,25080
PALO ALTO,CA,Hispanic or Latino,3496
CLOVIS,CA,Black or African-American,3434
CLOVIS,CA,Asian,14249
KANSAS CITY,KS,Hispanic or Latino,44342
WAUKEGAN,IL,American Indian and Alaska Native,677
WOODBURY,MN,White,56216
SEATTLE,WA,Black or African-American,61974
MOUNTAIN VIEW,CA,Asian,23884
HAYWARD,CA,White,74800
BK,CA,Black or African-American,4729
MESA,AZ,White,413010
FARGO,ND,White,107349
SOUTH BEND,IN,White,71391
LAKEWOOD,CA,Asian,18999
PITTSBURG,CA,White,25996
MESQUITE,TX,Hispanic or Latino,56753
BIRMINGHAM,AL,Hispanic or Latino,8940
BOCA RATON,FL,Hispanic or Latino,14735
TACOMA,WA,Asian,26909
PALM BAY,FL,American Indian and Alaska Native,1603
BROCKTON,MA,Asian,2528
POINCIANA,FL,White,45622
WESTON,FL,Hispanic or Latino,36687
SIOUX FALLS,SD,Hispanic or Latino,9388
PLANO,TX,Black or African-American,25217
TYLER,TX,Hispanic or Latino,21536
LEAGUE CITY,TX,Asian,8163
LAWRENCE,KS,Asian,6547
LAWRENCE,KS,American Indian and Alaska Native,4239
DENTON,TX,Black or African-American,15542
DENTON,TX,American Indian and Alaska Native,1857
LAFAYETTE,LA,American Indian and Alaska Native,1183
LONG BEACH,CA,Asian,68095
NEW BEDFORD,MA,Black or African-American,8890
MIAMI BEACH,FL,White,72180
SPRINGFIELD,MA,Hispanic or Latino,69209
BALDWIN PARK,CA,White,36890
SAN JOSE,CA,White,442798
PASCO,WA,American Indian and Alaska Native,1054
MISSION VIEJO,CA,Black or African-American,2066
